year,state,city,offence_category,offence_sub_category,value,unit,notes
2019,Uttar Pradesh,Kanpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Abetment to Commit Offences,,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Attempt to Commit Offences,,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Others,,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Total,,365,value in absolute number,
2019,Kerala,Kochi,Tampering Computer Source documents,,0,value in absolute number,
2019,Kerala,Kochi,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2019,Kerala,Kochi,Computer Related Offences,Offences otherthan Ransomware (Sec 66),2,value in absolute number,
2019,Kerala,Kochi,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,2,value in absolute number,
2019,Kerala,Kochi,Computer Related Offences,Identity Theft,1,value in absolute number,
2019,Kerala,Kochi,Computer Related Offences,Cheating by personation by using computer resource,2,value in absolute number,
2019,Kerala,Kochi,Computer Related Offences,Violation of Privacy,3,value in absolute number,
2019,Kerala,Kochi,Cyber Terrorism,,0,value in absolute number,
2019,Kerala,Kochi,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,5,value in absolute number,
2019,Kerala,Kochi,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,1,value in absolute number,
2019,Kerala,Kochi,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,1,value in absolute number,
2019,Kerala,Kochi,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,Kerala,Kochi,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2019,Kerala,Kochi,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Kerala,Kochi,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Kerala,Kochi,Abetment to Commit Offences,,0,value in absolute number,
2019,Kerala,Kochi,Attempt to Commit Offences,,0,value in absolute number,
2019,Kerala,Kochi,Others,,1,value in absolute number,
2019,Kerala,Kochi,Total,,18,value in absolute number,
2019,West Bengal,Kolkata,Tampering Computer Source documents,,0,value in absolute number,
2019,West Bengal,Kolkata,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2019,West Bengal,Kolkata,Computer Related Offences,Offences otherthan Ransomware (Sec 66),5,value in absolute number,
2019,West Bengal,Kolkata,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2019,West Bengal,Kolkata,Computer Related Offences,Identity Theft,2,value in absolute number,
2019,West Bengal,Kolkata,Computer Related Offences,Cheating by personation by using computer resource,0,value in absolute number,
2019,West Bengal,Kolkata,Computer Related Offences,Violation of Privacy,0,value in absolute number,
2019,West Bengal,Kolkata,Cyber Terrorism,,0,value in absolute number,
2019,West Bengal,Kolkata,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,0,value in absolute number,
2019,West Bengal,Kolkata,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,1,value in absolute number,
2019,West Bengal,Kolkata,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2019,West Bengal,Kolkata,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,West Bengal,Kolkata,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2019,West Bengal,Kolkata,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,West Bengal,Kolkata,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,West Bengal,Kolkata,Abetment to Commit Offences,,0,value in absolute number,
2019,West Bengal,Kolkata,Attempt to Commit Offences,,0,value in absolute number,
2019,West Bengal,Kolkata,Others,,0,value in absolute number,
2019,West Bengal,Kolkata,Total,,8,value in absolute number,
2019,Kerala,Kozhikode,Tampering Computer Source documents,,0,value in absolute number,
2019,Kerala,Kozhikode,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2019,Kerala,Kozhikode,Computer Related Offences,Offences otherthan Ransomware (Sec 66),0,value in absolute number,
2019,Kerala,Kozhikode,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2019,Kerala,Kozhikode,Computer Related Offences,Identity Theft,0,value in absolute number,
2019,Kerala,Kozhikode,Computer Related Offences,Cheating by personation by using computer resource,1,value in absolute number,
2019,Kerala,Kozhikode,Computer Related Offences,Violation of Privacy,1,value in absolute number,
2019,Kerala,Kozhikode,Cyber Terrorism,,0,value in absolute number,
2019,Kerala,Kozhikode,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,1,value in absolute number,
2019,Kerala,Kozhikode,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,0,value in absolute number,
2019,Kerala,Kozhikode,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,1,value in absolute number,
2019,Kerala,Kozhikode,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,Kerala,Kozhikode,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2019,Kerala,Kozhikode,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Kerala,Kozhikode,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Kerala,Kozhikode,Abetment to Commit Offences,,0,value in absolute number,
2019,Kerala,Kozhikode,Attempt to Commit Offences,,0,value in absolute number,
2019,Kerala,Kozhikode,Others,,0,value in absolute number,
2019,Kerala,Kozhikode,Total,,4,value in absolute number,
2019,Uttar Pradesh,Lucknow,Tampering Computer Source documents,,0,value in absolute number,
2019,Uttar Pradesh,Lucknow,Computer Related Offences,Ransomware (Section 66),544,value in absolute number,
2019,Uttar Pradesh,Lucknow,Computer Related Offences,Offences otherthan Ransomware (Sec 66),13,value in absolute number,
2019,Uttar Pradesh,Lucknow,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2019,Uttar Pradesh,Lucknow,Computer Related Offences,Identity Theft,72,value in absolute number,
2019,Uttar Pradesh,Lucknow,Computer Related Offences,Cheating by personation by using computer resource,512,value in absolute number,
2019,Uttar Pradesh,Lucknow,Computer Related Offences,Violation of Privacy,2,value in absolute number,
2019,Uttar Pradesh,Lucknow,Cyber Terrorism,,0,value in absolute number,
2019,Uttar Pradesh,Lucknow,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,83,value in absolute number,
2019,Uttar Pradesh,Lucknow,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,34,value in absolute number,
2019,Uttar Pradesh,Lucknow,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2019,Uttar Pradesh,Lucknow,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,2,value in absolute number,
2019,Uttar Pradesh,Lucknow,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2019,Uttar Pradesh,Lucknow,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Uttar Pradesh,Lucknow,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Uttar Pradesh,Lucknow,Abetment to Commit Offences,,0,value in absolute number,
2019,Uttar Pradesh,Lucknow,Attempt to Commit Offences,,0,value in absolute number,
2019,Uttar Pradesh,Lucknow,Others,,0,value in absolute number,
2019,Uttar Pradesh,Lucknow,Total,,1262,value in absolute number,
2019,Maharashtra,Mumbai,Tampering Computer Source documents,,0,value in absolute number,
2019,Maharashtra,Mumbai,Computer Related Offences,Ransomware (Section 66),1,value in absolute number,
2019,Maharashtra,Mumbai,Computer Related Offences,Offences otherthan Ransomware (Sec 66),1,value in absolute number,
2019,Maharashtra,Mumbai,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,1,value in absolute number,
2019,Maharashtra,Mumbai,Computer Related Offences,Identity Theft,17,value in absolute number,
2019,Maharashtra,Mumbai,Computer Related Offences,Cheating by personation by using computer resource,5,value in absolute number,
2019,Maharashtra,Mumbai,Computer Related Offences,Violation of Privacy,0,value in absolute number,
2019,Maharashtra,Mumbai,Cyber Terrorism,,0,value in absolute number,
